1,3,0,0,10,205
1,3,0,1,10,209
1,3,0,0,50,251
1,3,0,1,50,172
1,3,0,0,100,172
1,3,0,1,100,121
1,3,2,0,10,207
1,3,2,1,10,209
1,3,2,0,50,250
1,3,2,1,50,168
1,3,2,0,100,172
1,3,2,1,100,121
1,3,5,0,10,207
1,3,5,1,10,208
1,3,5,0,50,252
1,3,5,1,50,168
1,3,5,0,100,172
1,3,5,1,100,120
2,3,0,0,10,186
2,3,0,1,10,131
2,3,0,0,50,141
2,3,0,1,50,82
2,3,0,0,100,115
2,3,0,1,100,78
2,3,2,0,10,230
2,3,2,1,10,202
2,3,2,0,50,172
2,3,2,1,50,99
2,3,2,0,100,137
2,3,2,1,100,86
2,3,5,0,10,251
2,3,5,1,10,222
2,3,5,0,50,251
2,3,5,1,50,168
2,3,5,0,100,171
2,3,5,1,100,120
3,3,0,0,10,204
3,3,0,1,10,122
3,3,0,0,50,153
3,3,0,1,50,83
3,3,0,0,100,120
3,3,0,1,100,77
3,3,2,0,10,204
3,3,2,1,10,82
3,3,2,0,50,145
3,3,2,1,50,75
3,3,2,0,100,118
3,3,2,1,100,75
3,3,5,0,10,204
3,3,5,1,10,124
3,3,5,0,50,150
3,3,5,1,50,83
3,3,5,0,100,130
3,3,5,1,100,78
1,3,0,0,10,208
1,3,0,1,10,208
1,3,0,0,50,252
1,3,0,1,50,170
1,3,0,0,100,172
1,3,0,1,100,125
1,3,2,0,10,209
1,3,2,1,10,209
1,3,2,0,50,251
1,3,2,1,50,168
1,3,2,0,100,171
1,3,2,1,100,120
1,3,5,0,10,207
1,3,5,1,10,208
1,3,5,0,50,250
1,3,5,1,50,168
1,3,5,0,100,172
1,3,5,1,100,120
2,3,0,0,10,187
2,3,0,1,10,122
2,3,0,0,50,143
2,3,0,1,50,97
2,3,0,0,100,167
2,3,0,1,100,88
2,3,2,0,10,227
2,3,2,1,10,278
2,3,2,0,50,231
2,3,2,1,50,168
2,3,2,0,100,121
2,3,2,1,100,177
2,3,5,0,10,189
2,3,5,1,10,124
2,3,5,0,50,146
2,3,5,1,50,83
2,3,5,0,100,115
2,3,5,1,100,135
3,3,0,0,10,248
3,3,0,1,10,170
3,3,0,0,50,181
3,3,0,1,50,84
3,3,0,0,100,123
3,3,0,1,100,77
3,3,2,0,10,209
3,3,2,1,10,122
3,3,2,0,50,151
3,3,2,1,50,113
3,3,2,0,100,122
3,3,2,1,100,137
3,3,5,0,10,230
3,3,5,1,10,150
3,3,5,0,50,191
3,3,5,1,50,86
3,3,5,0,100,129
3,3,5,1,100,77
1,3,0,0,10,211
1,3,0,1,10,208
1,3,0,0,50,251
1,3,0,1,50,169
1,3,0,0,100,172
1,3,0,1,100,120
1,3,2,0,10,209
1,3,2,1,10,209
1,3,2,0,50,251
1,3,2,1,50,169
1,3,2,0,100,173
1,3,2,1,100,120
1,3,5,0,10,208
1,3,5,1,10,209
1,3,5,0,50,251
1,3,5,1,50,170
1,3,5,0,100,171
1,3,5,1,100,121
2,3,0,0,10,186
2,3,0,1,10,123
2,3,0,0,50,145
2,3,0,1,50,83
2,3,0,0,100,114
2,3,0,1,100,77
2,3,2,0,10,223
2,3,2,1,10,247
2,3,2,0,50,241
2,3,2,1,50,192
2,3,2,0,100,165
2,3,2,1,100,86
2,3,5,0,10,254
2,3,5,1,10,221
2,3,5,0,50,250
2,3,5,1,50,169
2,3,5,0,100,171
2,3,5,1,100,122
3,3,0,0,10,209
3,3,0,1,10,83
3,3,0,0,50,141
3,3,0,1,50,73
3,3,0,0,100,118
3,3,0,1,100,73
3,3,2,0,10,515
3,3,2,1,10,553
3,3,2,0,50,513
